(0.4151110216218741+0j),(0.19492776623386548+0j),(0.36602881472936344+0j),(0.2544658543157915+0j),(0.14519631610229505+0j),(0.5301989775069711+0j),(0.005434869204196051+0j),(0.5373393505894478+0j)
(0.09998227090195337+0j),(0.4436193442914083+0j),(0.35933036397345497+0j),(0.5599775659730758+0j),(0.2998007305600588+0j),(0.2256508822561968+0j),(0.24484900645540109+0j),(0.38699147708932974+0j)
(0.10940929892912596+0j),(0.29759520024972974+0j),(0.014420915150950583+0j),(0.28445268205794616+0j),(0.5812064436056081+0j),(0.6548560833944406+0j),(0.04155654733820538+0j),(0.22356440749446777+0j)
(0.2028573469686473+0j),(0.2644795439371293+0j),(0.30579635503058294+0j),(0.3335274283164473+0j),(0.4660849561520193+0j),(0.47828458623339193+0j),(0.37934530073340433+0j),(0.3070070397598124+0j)
(0.5406178683125983+0j),(0.4921327924549757+0j),(0.016308476207148453+0j),(0.4206571059456895+0j),(0.1374829074795297+0j),(0.1833517079470117+0j),(0.4660038817253139+0j),(0.13652930613474948+0j)
(0.5101315572582474+0j),(0.03698732467326639+0j),(0.20394976871255524+0j),(0.5628707351186156+0j),(0.1792173647899066+0j),(0.466932503511382+0j),(0.34832468995995286+0j),(0.09221628477970739+0j)
(0.10175917297515748+0j),(0.8035678409620476+0j),(0.031428750698325805+0j),(0.14394787092143915+0j),(0.18390539600532227+0j),(0.11700569411758932+0j),(0.2515436732109793+0j),(0.4598144115895537+0j)
(0.018313330956362547+0j),(0.44586198349428885+0j),(0.2037658571114044+0j),(0.2681360719052081+0j),(0.3218412327070297+0j),(0.4382168347345102+0j),(0.44761664676758767+0j),(0.4375817640443305+0j)
(0.1588981666112572+0j),(0.13005684520850155+0j),(0.6671432167425608+0j),(0.5174348804357833+0j),(0.3637063168273847+0j),(0.24129385560017402+0j),(0.16859320506233355+0j),(0.16152084720263987+0j)
(0.32913290081988156+0j),(0.08853556728927922+0j),(0.24450597435553725+0j),(0.3883785142542763+0j),(0.4843735226068342+0j),(0.0741916934813152+0j),(0.2429316258575708+0j),(0.6116159362432968+0j)
(0.043204375396403184+0j),(0.3247064514008186+0j),(0.5410560079958243+0j),(0.048815930317367896+0j),(0.4336746757521501+0j),(0.405678362225505+0j),(0.4159077909461729+0j),(0.2682285499117137+0j)
(0.2961594883494371+0j),(0.08108070311667114+0j),(0.38860806213575577+0j),(0.07407154406701187+0j),(0.5795933370035828+0j),(0.18194431573152026+0j),(0.5977400612567505+0j),(0.1512855124859722+0j)
(0.3526636419717119+0j),(0.25607060500719564+0j),(0.5427862555977712+0j),(0.3328957411558355+0j),(0.42194971978409673+0j),(0.1653009030782675+0j),(0.09292863066124077+0j),(0.4365982388375071+0j)
(0.30776967599238303+0j),(0.3771013707973397+0j),(0.5958238707888643+0j),(0.0841658267012354+0j),(0.08877519799713202+0j),(0.38003079820084157+0j),(0.34626033711240095+0j),(0.35886173783003256+0j)
(0.04051091058229173+0j),(0.1256863002725655+0j),(0.3952866852348222+0j),(0.5168665935128357+0j),(0.06902193180865039+0j),(0.5437783561628613+0j),(0.46129665831010613+0j),(0.21425602993670728+0j)
(0.21068796534249815+0j),(0.2847142000130665+0j),(0.19921676266472618+0j),(0.4304780636483528+0j),(0.33704768809770747+0j),(0.08823681544475753+0j),(0.310610775551847+0j),(0.6570264760425925+0j)
(0.04333367132719677+0j),(0.37863684963975774+0j),(0.26381592301461293+0j),(0.5156537165869052+0j),(0.22330860452141799+0j),(0.0713301432454046+0j),(0.1652207536494858+0j),(0.6610643786599216+0j)
(0.44442905978557745+0j),(0.3056718619425837+0j),(0.10303145174500832+0j),(0.39902144339233836+0j),(0.4167413585997606+0j),(0.3271776848984628+0j),(0.49817081867720037+0j),(0.10159315554932177+0j)
(0.3084661586982284+0j),(0.26528587917962876+0j),(0.08079071161771582+0j),(0.3814543725686289+0j),(0.418809703700825+0j),(0.5278048947540932+0j),(0.4274878582514951+0j),(0.21380367166544378+0j)
(0.17738240610751613+0j),(0.48879196958034854+0j),(0.206608951982333+0j),(0.2546816288982295+0j),(0.5959038595035542+0j),(0.2585509056988595+0j),(0.3070806912569281+0j),(0.3252988930015187+0j)
(0.5745603962374555+0j),(0.27477649133559484+0j),(0.3539561123864411+0j),(0.20077127252509616+0j),(0.3293020678872818+0j),(0.39434578304858914+0j),(0.20045792818590355+0j),(0.35306142244949235+0j)
(0.001102670806527701+0j),(0.5126974991342669+0j),(0.08680372085512512+0j),(0.32424580284159066+0j),(0.20660725596692525+0j),(0.3697578482370076+0j),(0.5690206897388893+0j),(0.3482497121060013+0j)
(0.5632013741567286+0j),(0.0871665895842441+0j),(0.24985502663674+0j),(0.522760556316194+0j),(0.26871027733674385+0j),(0.3456857048969603+0j),(0.3828888516079527+0j),(0.034530737472676466+0j)
(0.03538640505672303+0j),(0.20430121949625732+0j),(0.575691688407511+0j),(0.5425330662454035+0j),(0.047103257834825385+0j),(0.18360913648431376+0j),(0.23749635841320632+0j),(0.4887844246901387+0j)
(0.42901348821373086+0j),(0.5054595645273567+0j),(0.01966376454055884+0j),(0.16995849392510115+0j),(0.41688614186358497+0j),(0.07510882189959459+0j),(0.34617446061910634+0j),(0.48157383097021333+0j)
(0.0493077399681689+0j),(0.010670981601512489+0j),(0.5667394669870911+0j),(0.3347835223739275+0j),(0.43630149238430566+0j),(0.013378350588382859+0j),(0.5486767676821281+0j),(0.26943845071117684+0j)
(0.4566405792655883+0j),(0.09559458364531362+0j),(0.07293906997918526+0j),(0.2883430712535776+0j),(0.11229429836059523+0j),(0.40529481089377395+0j),(0.4307610769305752+0j),(0.5757171386159922+0j)
(0.5373828020654515+0j),(0.2335868500614604+0j),(0.4314157313454391+0j),(0.1724733078665536+0j),(0.4662081572118793+0j),(0.07924338527648052+0j),(0.4402403944049805+0j),(0.152804343907729+0j)
(0.13780548704563492+0j),(0.41529711936371505+0j),(0.07907858535811484+0j),(0.3204226679117983+0j),(0.41423400474111094+0j),(0.5241693942246272+0j),(0.31007146558284776+0j),(0.3963914269002219+0j)
(0.37888433125976473+0j),(0.5464905694385994+0j),(0.24194843966210286+0j),(0.21142587168799243+0j),(0.005121254534778463+0j),(0.03550997411537163+0j),(0.5394792741345178+0j),(0.4027774840233402+0j)
(0.3086048081675083+0j),(0.35487359237780414+0j),(0.12558659893604698+0j),(0.5258366457787131+0j),(0.3780594555578002+0j),(0.2641673464948757+0j),(0.4471414570598288+0j),(0.271850717159704+0j)
(0.20742028246298974+0j),(0.0630058841022252+0j),(0.497564129880188+0j),(0.32585123199789207+0j),(0.44085919254087097+0j),(0.4594884965722492+0j),(0.34076809759927007+0j),(0.27865497264907696+0j)
(0.48777996350947217+0j),(0.5123221949312602+0j),(0.085090398979534+0j),(0.42264393512754017+0j),(0.40696989402957506+0j),(0.08222423913504744+0j),(0.3746456725315032+0j),(0.031364052457579235+0j)
(0.2153989888131231+0j),(0.5049227249829997+0j),(0.09020730472783413+0j),(0.4969024657631358+0j),(0.49616614259373487+0j),(0.3578659991521301+0j),(0.2408536568390798+0j),(0.10652464826520362+0j)
(0.2573667052159192+0j),(0.5488789938236825+0j),(0.366909790613004+0j),(0.16829163318266974+0j),(0.5179466803763152+0j),(0.17514146749498674+0j),(0.37281887815732095+0j),(0.17779805307935642+0j)
(0.014238097394306171+0j),(0.42065439920999365+0j),(0.40799803436090953+0j),(0.28354299243398984+0j),(0.030805143537081883+0j),(0.08914686096998989+0j),(0.6573261102530681+0j),(0.36744304796459326+0j)
(0.5320174347018296+0j),(0.4341542446735981+0j),(0.03885524697267617+0j),(0.47202654809312034+0j),(0.41752585978075046+0j),(0.041337387294176325+0j),(0.2586899080006904+0j),(0.2473694746887701+0j)
(0.07495010633051939+0j),(0.2567746166170084+0j),(0.044019655261978194+0j),(0.15517927258036324+0j),(0.229700317146364+0j),(0.7656739908570153+0j),(0.41938151338990076+0j),(0.2958567075275226+0j)
(0.043663659784280245+0j),(0.18101584932982503+0j),(0.2852745564521065+0j),(0.3746246609462607+0j),(0.18573452525254852+0j),(0.3267606359466519+0j),(0.5293205597091664+0j),(0.5675838756974363+0j)
(0.4806853022208183+0j),(0.025893244760908634+0j),(0.26135024165453163+0j),(0.23697576803270085+0j),(0.2894875759935378+0j),(0.3333330744525521+0j),(0.2888691860047203+0j),(0.6045248670281704+0j)
(0.5489296715214829+0j),(0.18499750191819833+0j),(0.5701495817265557+0j),(0.40657188693266305+0j),(0.07388495859908957+0j),(0.35635698151888673+0j),(0.17335192518007989+0j),(0.10761375317453334+0j)
